family_key,family_title,brands,variant_count,variant_codes,variant_labels,colors,sizes,supplier_codes,gtins,min_msrp,max_msrp,image_count,source_urls
937077,ΚΑΣΕΤΙΝΑ FUSION,POLO,4,8431|8432|8433|8434,8431|Football|Heart|Fairy Ballerina,,O/S,937077-8431|937077-8432|937077-8433|937077-8434,5201927142827|5201927142834|5201927142841,9.00,9.00,4,https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-fusion-8431/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-fusion-8432/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-fusion-8433/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-fusion-8434/
938001,BEAUTY CASE NECESSITY,POLO,2,3300|5500,3300|5500,,O/S,938001-3300|938001-5500,5201927138615|5201927138707,13.20,13.20,3,https://www.polo.gr/bags/travel/el-travel-accessories/el-neseser-necessity-3300/|https://www.polo.gr/bags/travel/el-travel-accessories/el-neseser-necessity-5500/
938003,ΠΟΡΤΟΦΟΛΙ CLASSIC VERTICAL,POLO,2,2000|3300,DOMINO,,O/S,938003-2000|938003-3300,,19.90,19.90,6,https://www.polo.gr/bags/travel/travel-wallets/el-wallet-classic-vertical-003-2000/|https://www.polo.gr/bags/travel/travel-wallets/el-wallet-classic-vertical-003-3000/
938004,MINI ΠΟΡΤΟΦΟΛΑΚΙ,POLO,12,2000|2001|2002|2003|3000|3001|3900|3901|6600|6601|7900|7901,2000|2001|2002|2003|3000|3001|3900|3901|6600|6601|7900|7901,,O/S,938004-2000|938004-2001|938004-2002|938004-2003|938004-3000|938004-3001|938004-3900|938004-3901|938004-6600|938004-6601|938004-7900|938004-7901,5201927124878|5201927124885|5201927124946|5201927124892|5201927124991|5201927124915|5201927124960|5201927124922|5201927124977|5201927124908|5201927124984,2.70,2.70,12,https://www.polo.gr/bags/back2school/school-accessories/el-mini-wallet-004-2000/|https://www.polo.gr/bags/back2school/school-accessories/el-mini-wallet-004-2001/|https://www.polo.gr/bags/back2school/school-accessories/el-mini-wallet-004-2002/|https://www.polo.gr/bags/back2school/school-accessories/el-mini-wallet-004-2003/|https://www.polo.gr/bags/back2school/school-accessories/el-mini-wallet-004-3000/|https://www.polo.gr/bags/back2school/school-accessories/el-mini-wallet-004-3001/|https://www.polo.gr/bags/back2school/school-accessories/el-mini-wallet-004-3900/|https://www.polo.gr/bags/back2school/school-accessories/el-mini-wallet-004-3901/|https://www.polo.gr/bags/back2school/school-accessories/el-mini-wallet-004-6600/|https://www.polo.gr/bags/back2school/school-accessories/el-mini-wallet-004-6601/|https://www.polo.gr/bags/back2school/school-accessories/el-mini-wallet-004-7900/|https://www.polo.gr/bags/back2school/school-accessories/el-mini-wallet-004-7901/
938005,MINI ΠΟΡΤΟΦΟΛΑΚΙ ANIMALS 1,POLO,6,8396|8397|8398|8399|8400|8401,DOMINO|8397|8398|8400|8401,,O/S,938005-8396|938005-8397|938005-8398|938005-8399|938005-8400|938005-8401,,4.20,4.20,6,https://www.polo.gr/bags/back2school/school-accessories/el-mini-wallet-crazy-animals-1-8396/|https://www.polo.gr/bags/back2school/school-accessories/el-mini-wallet-crazy-animals-1-8397/|https://www.polo.gr/bags/back2school/school-accessories/el-mini-wallet-crazy-animals-1-8398/|https://www.polo.gr/bags/back2school/school-accessories/el-mini-wallet-crazy-animals-1-8399/|https://www.polo.gr/bags/back2school/school-accessories/el-mini-wallet-crazy-animals-1-8400/|https://www.polo.gr/bags/back2school/school-accessories/el-mini-wallet-crazy-animals-1-8401/
938006,MINI ΠΟΡΤΟΦΟΛΑΚΙ ANIMALS 2,POLO,6,8402|8403|8404|8405|8406|8407,DOMINO|8404|8407,,O/S,938006-8402|938006-8403|938006-8404|938006-8405|938006-8406|938006-8407,,4.90,4.90,6,https://www.polo.gr/bags/back2school/school-accessories/el-mini-wallet-crazy-animals-2-i-8402/|https://www.polo.gr/bags/back2school/school-accessories/el-mini-wallet-crazy-animals-2-i-8403/|https://www.polo.gr/bags/back2school/school-accessories/el-mini-wallet-crazy-animals-2-i-8404/|https://www.polo.gr/bags/back2school/school-accessories/el-mini-wallet-crazy-animals-2-i-8405/|https://www.polo.gr/bags/back2school/school-accessories/el-mini-wallet-crazy-animals-2-i-8406/|https://www.polo.gr/bags/back2school/school-accessories/el-mini-wallet-crazy-animals-2-i-8407/
938008,WASH BAG GENTS,POLO,2,2000|6400,2000|6400,,O/S,938008-2000|938008-6400,5201927138769|5201927138790,22.00,22.00,2,https://www.polo.gr/bags/travel/el-travel-accessories/el-wash-bag-gents-2000/|https://www.polo.gr/bags/travel/el-travel-accessories/el-wash-bag-gents-6400/
938013,ΠΟΡΤΟΦΟΛΙ RFID SMALL,POLO,3,05|09|30,DOMINO,,O/S,938013-05|938013-09|938013-30,,14.00,14.00,3,https://www.polo.gr/bags/back2school/school-accessories/el-wallet-rfid-small-05/|https://www.polo.gr/bags/back2school/school-accessories/el-wallet-rfid-small-09/|https://www.polo.gr/bags/back2school/school-accessories/el-wallet-rfid-small-30/
938015,MINI WALLET MEMO,POLO,6,8033|8071|8120|8144|8474|8475,DOMINO,,O/S,938015-8033|938015-8071|938015-8120|938015-8144|938015-8474|938015-8475,,9.90,9.90,12,https://www.polo.gr/bags/back2school/school-accessories/el-mini-wallet-memo-8033/|https://www.polo.gr/bags/back2school/school-accessories/el-mini-wallet-memo-8071/|https://www.polo.gr/bags/back2school/school-accessories/el-mini-wallet-memo-8120/|https://www.polo.gr/bags/back2school/school-accessories/el-mini-wallet-memo-8144/|https://www.polo.gr/bags/back2school/school-accessories/el-mini-wallet-memo-8474/|https://www.polo.gr/bags/back2school/school-accessories/el-mini-wallet-memo-8475/
938016,COSMETIC BAG SEYA,POLO,2,8485|8486,8485|8486,,O/S,938016-8485|938016-8486,5201927152741|5201927152758,13.20,13.20,2,https://www.polo.gr/bags/urban/women-bag/el-cosmetic-bag-seya-8485/|https://www.polo.gr/bags/urban/women-bag/el-cosmetic-bag-seya-8486/
942004,ΜΑΝΤΗΛΙ MULTI SCARF POLO,POLO,18,09|13|2000|24|8095|8096|8112|8113|8114|8115|8116|8117|8170|8171|8172|8173|8175|94,DOMINO,,O/S,942004-09|942004-13|942004-2000|942004-24|942004-8095|942004-8096|942004-8112|942004-8113|942004-8114|942004-8115|942004-8116|942004-8117|942004-8170|942004-8171|942004-8172|942004-8173|942004-8175|942004-94,,7.40,7.40,18,https://www.polo.gr/bags/atomiki-prostasia/%ce%bc%ce%b1%ce%bd%cf%84%ce%ae%ce%bb%ce%b9%ce%b1-multi-scarf/el-multi-scarf-polo-09/|https://www.polo.gr/bags/atomiki-prostasia/%ce%bc%ce%b1%ce%bd%cf%84%ce%ae%ce%bb%ce%b9%ce%b1-multi-scarf/el-multi-scarf-polo-13/|https://www.polo.gr/bags/atomiki-prostasia/%ce%bc%ce%b1%ce%bd%cf%84%ce%ae%ce%bb%ce%b9%ce%b1-multi-scarf/el-multi-scarf-polo-2000/|https://www.polo.gr/bags/atomiki-prostasia/%ce%bc%ce%b1%ce%bd%cf%84%ce%ae%ce%bb%ce%b9%ce%b1-multi-scarf/el-multi-scarf-polo-24/|https://www.polo.gr/bags/atomiki-prostasia/%ce%bc%ce%b1%ce%bd%cf%84%ce%ae%ce%bb%ce%b9%ce%b1-multi-scarf/el-multi-scarf-polo-8095/|https://www.polo.gr/bags/atomiki-prostasia/%ce%bc%ce%b1%ce%bd%cf%84%ce%ae%ce%bb%ce%b9%ce%b1-multi-scarf/el-multi-scarf-polo-8096/|https://www.polo.gr/bags/atomiki-prostasia/%ce%bc%ce%b1%ce%bd%cf%84%ce%ae%ce%bb%ce%b9%ce%b1-multi-scarf/el-multi-scarf-polo-8112/|https://www.polo.gr/bags/atomiki-prostasia/%ce%bc%ce%b1%ce%bd%cf%84%ce%ae%ce%bb%ce%b9%ce%b1-multi-scarf/el-multi-scarf-polo-8113/|https://www.polo.gr/bags/atomiki-prostasia/%ce%bc%ce%b1%ce%bd%cf%84%ce%ae%ce%bb%ce%b9%ce%b1-multi-scarf/el-multi-scarf-polo-8114/|https://www.polo.gr/bags/atomiki-prostasia/%ce%bc%ce%b1%ce%bd%cf%84%ce%ae%ce%bb%ce%b9%ce%b1-multi-scarf/el-multi-scarf-polo-8115/|https://www.polo.gr/bags/atomiki-prostasia/%ce%bc%ce%b1%ce%bd%cf%84%ce%ae%ce%bb%ce%b9%ce%b1-multi-scarf/el-multi-scarf-polo-8116/|https://www.polo.gr/bags/atomiki-prostasia/%ce%bc%ce%b1%ce%bd%cf%84%ce%ae%ce%bb%ce%b9%ce%b1-multi-scarf/el-multi-scarf-polo-8117/|https://www.polo.gr/bags/atomiki-prostasia/%ce%bc%ce%b1%ce%bd%cf%84%ce%ae%ce%bb%ce%b9%ce%b1-multi-scarf/el-multi-scarf-polo-8170/|https://www.polo.gr/bags/atomiki-prostasia/%ce%bc%ce%b1%ce%bd%cf%84%ce%ae%ce%bb%ce%b9%ce%b1-multi-scarf/el-multi-scarf-polo-8171/|https://www.polo.gr/bags/atomiki-prostasia/%ce%bc%ce%b1%ce%bd%cf%84%ce%ae%ce%bb%ce%b9%ce%b1-multi-scarf/el-multi-scarf-polo-8172/|https://www.polo.gr/bags/atomiki-prostasia/%ce%bc%ce%b1%ce%bd%cf%84%ce%ae%ce%bb%ce%b9%ce%b1-multi-scarf/el-multi-scarf-polo-8173/|https://www.polo.gr/bags/atomiki-prostasia/%ce%bc%ce%b1%ce%bd%cf%84%ce%ae%ce%bb%ce%b9%ce%b1-multi-scarf/el-multi-scarf-polo-8175/|https://www.polo.gr/bags/atomiki-prostasia/el-multi-scarf-polo-94/
942005,ΜΑΝΤΗΛΙ MULTI SCARF ΜΕ FLEECE POLO,POLO,8,03|8112|8113|8114|8117|8170|8172|90,DOMINO,,O/S,942005-03|942005-8112|942005-8113|942005-8114|942005-8117|942005-8170|942005-8172|942005-90,,9.90,9.90,8,https://www.polo.gr/bags/atomiki-prostasia/%ce%bc%ce%b1%ce%bd%cf%84%ce%ae%ce%bb%ce%b9%ce%b1-multi-scarf/el-multi-scarf-fleece-polo-03/|https://www.polo.gr/bags/atomiki-prostasia/%ce%bc%ce%b1%ce%bd%cf%84%ce%ae%ce%bb%ce%b9%ce%b1-multi-scarf/el-multi-scarf-fleece-polo-8112/|https://www.polo.gr/bags/atomiki-prostasia/%ce%bc%ce%b1%ce%bd%cf%84%ce%ae%ce%bb%ce%b9%ce%b1-multi-scarf/el-multi-scarf-fleece-polo-8113/|https://www.polo.gr/bags/atomiki-prostasia/%ce%bc%ce%b1%ce%bd%cf%84%ce%ae%ce%bb%ce%b9%ce%b1-multi-scarf/el-multi-scarf-fleece-polo-8114/|https://www.polo.gr/bags/atomiki-prostasia/%ce%bc%ce%b1%ce%bd%cf%84%ce%ae%ce%bb%ce%b9%ce%b1-multi-scarf/el-multi-scarf-fleece-polo-8117/|https://www.polo.gr/bags/atomiki-prostasia/%ce%bc%ce%b1%ce%bd%cf%84%ce%ae%ce%bb%ce%b9%ce%b1-multi-scarf/el-multi-scarf-fleece-polo-8170/|https://www.polo.gr/bags/atomiki-prostasia/%ce%bc%ce%b1%ce%bd%cf%84%ce%ae%ce%bb%ce%b9%ce%b1-multi-scarf/el-multi-scarf-fleece-polo-8172/|https://www.polo.gr/bags/atomiki-prostasia/%ce%bc%ce%b1%ce%bd%cf%84%ce%ae%ce%bb%ce%b9%ce%b1-multi-scarf/el-multi-scarf-fleece-polo-90/
943030,ΠΕΤΣΕΤΑ SPORT TOWEL M (40X80) POLO,POLO,4,2100|4700|5600|6300,DOMINO,,O/S,943030-2100|943030-4700|943030-5600|943030-6300,,11.00,11.00,7,https://www.polo.gr/bags/travel/el-travel-accessories/el-sport-towel-m-40x80-polo-2100/|https://www.polo.gr/bags/travel/el-travel-accessories/el-sport-towel-m-40x80-polo-4700/|https://www.polo.gr/bags/travel/el-travel-accessories/el-sport-towel-m-40x80-polo-5600/|https://www.polo.gr/bags/travel/el-travel-accessories/el-sport-towel-m-40x80-polo-6300/
943032,ΠΕΤΣΕΤΑ SPORT TOWEL XL (63X150) POLO,POLO,4,2100|4700|5600|6300,DOMINO,,O/S,943032-2100|943032-4700|943032-5600|943032-6300,,23.50,23.50,4,https://www.polo.gr/bags/travel/el-travel-accessories/el-sport-towel-xl-63x150-polo-2100/|https://www.polo.gr/bags/travel/el-travel-accessories/el-sport-towel-xl-63x150-polo-4700/|https://www.polo.gr/bags/travel/el-travel-accessories/el-sport-towel-xl-63x150-polo-5600/|https://www.polo.gr/bags/travel/el-travel-accessories/el-sport-towel-xl-63x150-polo-6300/
948001,ΠΑΓΟΥΡΙ TRITAN KID’S 450ml,POLO,6,8311|8312|8313|8314|8315|8316,DOMINO,,O/S,948001-8311|948001-8312|948001-8313|948001-8314|948001-8315|948001-8316,,9.00,9.00,8,https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-bottle-0-45l-tritan-8311/|https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-bottle-0-45l-tritan-8312/|https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-bottle-0-45l-tritan-8313/|https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-bottle-0-45l-tritan-8314/|https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-bottle-0-45l-tritan-8315/|https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-bottle-0-45l-tritan-8316/
948005,ΠΑΓΟΥΡΙ CLASSIC 0.60lt (N.31) LAKEN,LAKEN,7,03|04|05|09|14|17|57,Red|DOMINO|Blue|Apple Green,Κόκκινο|Μπλε|Πράσινο,O/S,948005-03|948005-04|948005-05|948005-09|948005-14|948005-17|948005-57,8412544007636|8412544007162|8412544031952,8.00,8.00,7,https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-bottle-classic-n-31-0-60lt-03/|https://www.polo.gr/bags/travel/el-travel-bottles-thermos/el-bottle-classic-n-31-0-60lt-04/|https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-bottle-classic-n-31-0-60lt-05/|https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-bottle-classic-n-31-0-60lt-09/|https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-bottle-classic-n-31-0-60lt-14/|https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-bottle-classic-n-31-0-60lt-17/|https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-bottle-classic-n-31-0-60lt-57/
948006,ΠΑΓΟΥΡΙ CLASSIC 0.75lt (N.32) LAKEN,LAKEN,7,03|04|05|09|14|17|57,DOMINO,,O/S,948006-03|948006-04|948006-05|948006-09|948006-14|948006-17|948006-57,,9.00,9.00,7,https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-bottle-classic-n-32-0-75lt-03/|https://www.polo.gr/bags/travel/el-travel-bottles-thermos/el-bottle-classic-n-32-0-75lt-04/|https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-bottle-classic-n-32-0-75lt-05/|https://www.polo.gr/bags/travel/el-travel-bottles-thermos/el-bottle-classic-n-32-0-75lt-09/|https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-bottle-classic-n-32-0-75lt-14/|https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-bottle-classic-n-32-0-75lt-17/|https://www.polo.gr/bags/travel/el-travel-bottles-thermos/el-bottle-classic-n-32-0-75lt-57/
948007,ΠΑΓΟΥΡΙ CLASSIC 1lt (N.33) LAKEN,LAKEN,6,03|04|05|09|17|57,DOMINO,,O/S,948007-03|948007-04|948007-05|948007-09|948007-17|948007-57,,9.50,9.50,6,https://www.polo.gr/bags/travel/el-travel-bottles-thermos/el-bottle-classic-n-33-1-00lt-03/|https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-bottle-classic-n-33-1-00lt-04/|https://www.polo.gr/bags/travel/el-travel-bottles-thermos/el-bottle-classic-n-33-1-00lt-05/|https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-bottle-classic-n-33-1-00lt-09/|https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-bottle-classic-n-33-1-00lt-17/|https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-bottle-classic-n-33-1-00lt-57/
948008,ΠΑΓΟΥΡΙ TRITAN WITH STRAP 600ML,POLO,3,2100|4400|6000,DOMINO,,O/S,948008-2100|948008-4400|948008-6000,,14.00,14.00,4,https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-set-bottle-tritan-with-strap-2100/|https://www.polo.gr/bags/travel/el-travel-bottles-thermos/el-set-bottle-tritan-with-strap-4400/|https://www.polo.gr/bags/travel/el-travel-bottles-thermos/el-set-bottle-tritan-with-strap-6000/
948011,ΠΑΓΟΥΡΙ TRITAN OMBRE 730ML,POLO,3,8317|8318|8319,DOMINO,,O/S,948011-8317|948011-8318|948011-8319,,16.00,16.00,4,https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-bottle-tritan-ombre-730-ml-8317/|https://www.polo.gr/bags/travel/el-travel-bottles-thermos/el-bottle-tritan-ombre-730-ml-8318/|https://www.polo.gr/bags/travel/el-travel-bottles-thermos/el-bottle-tritan-ombre-730-ml-8319/
948014,ΠΑΓΟΥΡΙ FUTURA 0.75lt (N.72) LAKEN,LAKEN,8,03|0409|05|12|1417|16|1704|5714,DOMINO,,O/S,948014-03|948014-0409|948014-05|948014-12|948014-1417|948014-16|948014-1704|948014-5714,,9.00,9.00,8,https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-bottle-futura-n-72-0-75lt-03/|https://www.polo.gr/bags/travel/el-travel-bottles-thermos/el-bottle-futura-n-72-0-75lt-0409/|https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-bottle-futura-n-72-0-75lt-05/|https://www.polo.gr/bags/travel/el-travel-bottles-thermos/el-bottle-futura-n-72-0-75lt-12/|https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-bottle-futura-n-72-0-75lt-1417/|https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-bottle-futura-n-72-0-75lt-16/|https://www.polo.gr/bags/travel/el-travel-bottles-thermos/el-bottle-futura-n-72-0-75lt-1704/|https://www.polo.gr/bags/travel/el-travel-bottles-thermos/el-bottle-futura-n-72-0-75lt-5714/
948015,ΠΑΓΟΥΡΙ FUTURA 1lt (N.73) LAKEN,LAKEN,8,03|0409|05|09|12|1417|16|1704,DOMINO,,O/S,948015-03|948015-0409|948015-05|948015-09|948015-12|948015-1417|948015-16|948015-1704,,9.50,9.50,8,https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-bottle-futura-n-73-1-00lt-03/|https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-bottle-futura-n-73-1-00lt-0409/|https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-bottle-futura-n-73-1-00lt-05/|https://www.polo.gr/bags/travel/el-travel-bottles-thermos/el-bottle-futura-n-73-1-00lt-09/|https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-bottle-futura-n-73-1-00lt-12/|https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-bottle-futura-n-73-1-00lt-1417/|https://www.polo.gr/bags/travel/el-travel-bottles-thermos/el-bottle-futura-n-73-1-00lt-16/|https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-bottle-futura-n-73-1-00lt-1704/
948016,ΠΑΓΟΥΡΙ FUTURA (1.5lt) (N.74) LAKEN,LAKEN,3,03|05|09,DOMINO,,O/S,948016-03|948016-05|948016-09,,12.00,12.00,3,https://www.polo.gr/bags/travel/el-travel-bottles-thermos/el-bottle-futura-1-5lt-n-74-laken/|https://www.polo.gr/bags/travel/el-travel-bottles-thermos/el-bottle-futura-1-5lt-n-74-laken-3/|https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-bottle-futura-1-5lt-n-74-laken-4/
948049,ΠΑΓΟΥΡΙ FUTURA 0.60lt (N.71) LAKEN,LAKEN,8,03|0409|05|09|1417|16|1704|5714,03|DOMINO|05|09|16,,O/S,948049-03|948049-0409|948049-05|948049-09|948049-1417|948049-16|948049-1704|948049-5714,8412544007216|8412544007223|8412544007322|8412544028617,8.00,8.00,8,https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-bottle-futura-n-71-0-60lt-03/|https://www.polo.gr/bags/travel/el-travel-bottles-thermos/el-bottle-futura-n-71-0-60lt-0409/|https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-bottle-futura-n-71-0-60lt-05/|https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-bottle-futura-n-71-0-60lt-09/|https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-bottle-futura-n-71-0-60lt-1417/|https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-bottle-futura-n-71-0-60lt-16/|https://www.polo.gr/bags/travel/el-travel-bottles-thermos/el-bottle-futura-n-71-0-60lt-1704/|https://www.polo.gr/bags/travel/el-travel-bottles-thermos/el-bottle-futura-n-71-0-60lt-5714/
949002,ΠΑΓΟΥΡΙ THERMO 750ml,POLO,2,2000|3000,Black|3000,Μαύρο,O/S,949002-2000|949002-3000,5201927106874|5201927106881,16.00,16.00,3,https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-thermos-750ml-2000/|https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-thermos-750ml-3000/
949004,"ΘΕΡΜΟΣ STAINLESS STEEL 0,50L POLO DOS",POLO,12,2033|2620|3324|4859|5644|6558|8411|8412|8413|8414|8415|8417,Black Red|Grey Black|Bordeaux White|Purple|Green Pink|Khaki Blue|Gradient Purple White|Gradient Pink Grey|Gradient Blue|Gradient Black Red|Gradient Purple Pink|Black Camo,Μαύρο|Λευκό|Μωβ|Ροζ|Μπλε,O/S,949004-2033|949004-2620|949004-3324|949004-4859|949004-5644|949004-6558|949004-8411|949004-8412|949004-8413|949004-8414|949004-8415|949004-8417,5201927151492|5201927151508|5201927151522|5201927151515|5201927151539|5201927151546|5201927151430|5201927151447|5201927151454|5201927151461|5201927151478|5201927151485,16.50,16.50,12,https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-thermos-polo-stainless-steel-050l-set4-dos-2033/|https://www.polo.gr/bags/travel/el-travel-bottles-thermos/el-thermos-polo-stainless-steel-050l-set4-dos-2620/|https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-thermos-polo-stainless-steel-050l-set4-dos-3324/|https://www.polo.gr/bags/travel/el-travel-bottles-thermos/el-thermos-polo-stainless-steel-050l-set4-dos-4859/|https://www.polo.gr/bags/travel/el-travel-bottles-thermos/el-thermos-polo-stainless-steel-050l-set4-dos-5644/|https://www.polo.gr/bags/travel/el-travel-bottles-thermos/el-thermos-polo-stainless-steel-050l-set4-dos-6558/|https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-thermos-polo-stainless-steel-050l-set4-degr-8411/|https://www.polo.gr/bags/travel/el-travel-bottles-thermos/el-thermos-polo-stainless-steel-050l-set4-degr-8412/|https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-thermos-polo-stainless-steel-050l-set4-degr-8413/|https://www.polo.gr/bags/travel/el-travel-bottles-thermos/el-thermos-polo-stainless-steel-050l-set4-degr-8414/|https://www.polo.gr/bags/travel/el-travel-bottles-thermos/el-thermos-polo-stainless-steel-050l-set4-degr-8415/|https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-thermos-polo-stainless-steel-050l-set4-degr-8417/
949006,ΠΑΓΟΥΡΙ THERMO INOX 500ML,POLO,1,0000,DOMINO,,O/S,949006-0000,,15.00,15.00,2,https://www.polo.gr/bags/travel/el-travel-bottles-thermos/el-thermos-polo-inox-050-lt/
949007,ΠΑΓΟΥΡΙ THERMO INOX 750ML,POLO,1,INOX,DOMINO,,O/S,949007-INOX,,16.00,16.00,2,https://www.polo.gr/bags/travel/el-travel-bottles-thermos/el-thermos-polo-inox-075-lt/
949008,ΠΑΓΟΥΡΙ THERMO INOX 1000ML,POLO,1,INOX,DOMINO,,O/S,949008-INOX,,17.60,17.60,1,https://www.polo.gr/bags/travel/el-travel-bottles-thermos/el-thermos-polo-inox-1-lt/
949009,ΘΕΡΜΟΣ INOX 650ML,POLO,2,2000|6500,2000|6500,,O/S,949009-2000|949009-6500,5201927138929|5201927138936,16.00,16.00,4,https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-thermos-inox-650ml-2000/|https://www.polo.gr/bags/travel/el-travel-bottles-thermos/el-thermos-inox-650ml-6500/
949019,ΘΕΡΜΟΣ INOX 1100ML,POLO,2,2000|6500,2000|6500,,O/S,949019-2000|949019-6500,5201927138943|5201927138950,18.00,18.00,3,https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-thermos-inox-1100ml-2000/|https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-thermos-inox-1100ml-6500/
949020,"ΘΕΡΜΟΣ INOX 1,6LT",POLO,1,2100,2100,,O/S,949020-2100,5201927138967,28.00,28.00,1,https://www.polo.gr/bags/travel/el-travel-bottles-thermos/el-thermos-inox-16lt/
949021,ΘΕΡΜΟΣ INOX 2LT,POLO,1,2100,2100,,O/S,949021-2100,5201927138974,30.00,30.00,1,https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-thermos-inox-2lt/
949023,THERMO MUG INOX 900ML,POLO,3,3801|4400|4500,3801|4400|4500,,O/S,949023-3801|949023-4400|949023-4500,5201927151850|5201927151843|5201927151836,24.00,24.00,9,https://www.polo.gr/bags/travel/el-travel-bottles-thermos/el-thermo-mug-inox-900ml-3801/|https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-thermo-mug-inox-900ml-4400/|https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-thermo-mug-inox-900ml-4500/
949024,COFFEE MUG 350ML,POLO,12,2000|3800|4100|4500|5400|6800|8408|8409|8481|8482|8483|8484,2000|Soft Rose|4100|4500|5400|Soft Mint|Soft Grey Flowers|8409|8481|Coffe Purple Flowers|Coffe|8484,Γκρι|Μωβ,O/S,949024-2000|949024-3800|949024-4100|949024-4500|949024-5400|949024-6800|949024-8408|949024-8409|949024-8481|949024-8482|949024-8483|949024-8484,5201927139018|5201927139049|5201927151768|5201927151751|5201927139025|5201927139032|5201927139056|5201927139063|5201927151775|5201927151782|5201927151799|5201927151805,16.00,16.00,22,https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-coffee-mug-350ml-2000/|https://www.polo.gr/bags/travel/el-travel-bottles-thermos/el-coffee-mug-350ml-3800/|https://www.polo.gr/bags/travel/el-travel-bottles-thermos/el-coffee-mug-350ml-4100/|https://www.polo.gr/bags/travel/el-travel-bottles-thermos/el-coffee-mug-350ml-4500/|https://www.polo.gr/bags/travel/el-travel-bottles-thermos/el-coffee-mug-350ml-5400/|https://www.polo.gr/bags/travel/el-travel-bottles-thermos/el-coffee-mug-350ml-6800/|https://www.polo.gr/bags/travel/el-travel-bottles-thermos/el-coffee-mug-350ml-8408/|https://www.polo.gr/bags/travel/el-travel-bottles-thermos/el-coffee-mug-350ml-8409/|https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-coffee-mug-350ml-8481/|https://www.polo.gr/bags/travel/el-travel-bottles-thermos/el-coffee-mug-350ml-8482/|https://www.polo.gr/bags/back2school/el-back2school-bottles-thermos/el-coffee-mug-350ml-8483/|https://www.polo.gr/bags/travel/el-travel-bottles-thermos/el-coffee-mug-350ml-8484/
